object,type,subject,name
Single leaf width in cm|cycle 1 main plant|leaf rank 15|week 5|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 41|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 42|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 15|week 4|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 43|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 44|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 15|week 3|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 45|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 46|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 15|week 2|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 47|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 48|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 14|week 9|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 49|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 4|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 14|week 8|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 50|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 51|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 14|week 7|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 52|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 53|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 14|week 6|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 54|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 5|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 14|week 5|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 6|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 7|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 14|week 4|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 8|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Number of dead leaves: counting|cycle 1 main plant|generation|week 9|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 14|week 3|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 10|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 11|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 14|week 2|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 12|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 13|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 13|week 9|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 14|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 15|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 13|week 8|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 16|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 17|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 13|week 7|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 18|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 19|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 13|week 6|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 20|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 21|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 13|week 5|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 22|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 23|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 13|week 4|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 24|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 25|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 13|week 3|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 26|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 27|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 13|week 2|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 28|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 29|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 12|week 9|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 2|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 30|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 12|week 8|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 31|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 32|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 12|week 7|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 33|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 34|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 12|week 6|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 35|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 36|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 12|week 5|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 37|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 38|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 12|week 4|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 39|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 40|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 12|week 3|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 41|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 42|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 12|week 2|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 43|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 44|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 11|week 9|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 45|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 46|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 11|week 8|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 47|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 48|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 11|week 7|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 49|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 4|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 11|week 6|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 50|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 51|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 11|week 5|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 52|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 53|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 11|week 4|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 54|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 5|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 11|week 3|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 6|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 7|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 11|week 2|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 8|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Plant height in cm|cycle 1 main plant|generation|week 9|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 10|week 9|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 10|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 11|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 10|week 8|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 12|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 13|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 10|week 7|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 14|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 15|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 10|week 6|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 16|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 17|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 10|week 5|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 18|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 19|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 10|week 4|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 1|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 10|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 10|week 3|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 11|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 12|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 10|week 2|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 13|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 14|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 09|week 9|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 15|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 16|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 09|week 8|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 17|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 18|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 09|week 7|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 19|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 1|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 09|week 6|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 03|week 10|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 03|week 11|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 09|week 5|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 03|week 12|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 03|week 13|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 09|week 4|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 03|week 14|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 03|week 15|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 09|week 3|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 03|week 16|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 03|week 17|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 09|week 2|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 03|week 18|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 03|week 19|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 08|week 9|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 03|week 1|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 04|week 10|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 08|week 8|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 04|week 11|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 04|week 12|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 08|week 7|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 04|week 13|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 04|week 14|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 08|week 6|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 04|week 15|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 04|week 16|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 08|week 5|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 04|week 17|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 04|week 18|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 08|week 4|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 04|week 19|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 04|week 1|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 08|week 3|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 05|week 10|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 05|week 11|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 08|week 2|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 05|week 12|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 05|week 13|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 07|week 9|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 05|week 14|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 05|week 15|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 07|week 8|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 05|week 16|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 05|week 17|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 07|week 7|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 05|week 18|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 05|week 19|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 07|week 6|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 05|week 1|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 06|week 10|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 07|week 5|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 06|week 11|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 06|week 12|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 07|week 4|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 06|week 13|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 06|week 14|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 07|week 3|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 06|week 15|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 06|week 16|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 07|week 2|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 06|week 17|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 06|week 18|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 06|week 9|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 06|week 19|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 06|week 1|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 06|week 8|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 07|week 10|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 07|week 11|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 06|week 7|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 07|week 12|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 07|week 13|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 06|week 6|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 07|week 14|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 07|week 15|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 06|week 5|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 07|week 16|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 07|week 17|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 06|week 4|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 07|week 18|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 07|week 19|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf width in cm|cycle 1 main plant|leaf rank 06|week 3|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 07|week 1|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
Single leaf length in cm|cycle 1 main plant|leaf rank 08|week 10|pre-flowering,contains,cycle 1 main plant,cxgn_plant_cycle
