object,type,subject,name
Number of fingers in hand: count|cycle 2 main plant|hand rank 06|at harvesting,contains,hand rank 06,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 06|at harvesting,contains,hand rank 06,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 06,contains,hand rank 06,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 06|at harvesting,contains,hand rank 06,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2|hand rank 06|at harvesting,contains,hand rank 06,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 4|hand rank 06|at harvesting,contains,hand rank 06,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1|hand rank 06|at harvesting,contains,hand rank 06,cxgn_plant_level_ontology
Hand weight in kg|hand rank 06|at harvesting,contains,hand rank 06,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 4|hand rank 07|at harvesting,contains,hand rank 07,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 07|at harvesting,contains,hand rank 07,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 07|at harvesting,contains,hand rank 07,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 07,contains,hand rank 07,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 07|at harvesting,contains,hand rank 07,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 07|at harvesting,contains,hand rank 07,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3|hand rank 07|at harvesting,contains,hand rank 07,cxgn_plant_level_ontology
Hand weight in kg|hand rank 07|at harvesting,contains,hand rank 07,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 07|at harvesting,contains,hand rank 07,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1|hand rank 07|at harvesting,contains,hand rank 07,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 07|at harvesting,contains,hand rank 07,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2|hand rank 07|at harvesting,contains,hand rank 07,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 07|at harvesting,contains,hand rank 07,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 08|at harvesting,contains,hand rank 08,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 08|at harvesting,contains,hand rank 08,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1|hand rank 08|at harvesting,contains,hand rank 08,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 08|at harvesting,contains,hand rank 08,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 08|at harvesting,contains,hand rank 08,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2|hand rank 08|at harvesting,contains,hand rank 08,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 08|at harvesting,contains,hand rank 08,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 08,contains,hand rank 08,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 08|at harvesting,contains,hand rank 08,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3|hand rank 08|at harvesting,contains,hand rank 08,cxgn_plant_level_ontology
Hand weight in kg|hand rank 08|at harvesting,contains,hand rank 08,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 4|hand rank 08|at harvesting,contains,hand rank 08,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 08|at harvesting,contains,hand rank 08,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1|hand rank 09|at harvesting,contains,hand rank 09,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 09|at harvesting,contains,hand rank 09,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 09|at harvesting,contains,hand rank 09,cxgn_plant_level_ontology
Hand weight in kg|hand rank 09|at harvesting,contains,hand rank 09,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 09|at harvesting,contains,hand rank 09,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 09|at harvesting,contains,hand rank 09,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 09,contains,hand rank 09,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3|hand rank 09|at harvesting,contains,hand rank 09,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 09|at harvesting,contains,hand rank 09,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 09|at harvesting,contains,hand rank 09,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2|hand rank 09|at harvesting,contains,hand rank 09,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 4|hand rank 09|at harvesting,contains,hand rank 09,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 09|at harvesting,contains,hand rank 09,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 10|at harvesting,contains,hand rank 10,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 10,contains,hand rank 10,cxgn_plant_level_ontology
Hand weight in kg|hand rank 10|at harvesting,contains,hand rank 10,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2|hand rank 10|at harvesting,contains,hand rank 10,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 10|at harvesting,contains,hand rank 10,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 4|hand rank 10|at harvesting,contains,hand rank 10,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 10|at harvesting,contains,hand rank 10,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1|hand rank 10|at harvesting,contains,hand rank 10,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3|hand rank 10|at harvesting,contains,hand rank 10,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 10|at harvesting,contains,hand rank 10,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 10|at harvesting,contains,hand rank 10,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 10|at harvesting,contains,hand rank 10,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 10|at harvesting,contains,hand rank 10,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3|hand rank 11|at harvesting,contains,hand rank 11,cxgn_plant_level_ontology
Hand weight in kg|hand rank 11|at harvesting,contains,hand rank 11,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 4|hand rank 11|at harvesting,contains,hand rank 11,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 11|at harvesting,contains,hand rank 11,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 11|at harvesting,contains,hand rank 11,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 11|at harvesting,contains,hand rank 11,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 11|at harvesting,contains,hand rank 11,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 11|at harvesting,contains,hand rank 11,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1|hand rank 11|at harvesting,contains,hand rank 11,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 11|at harvesting,contains,hand rank 11,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 11|at harvesting,contains,hand rank 11,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2|hand rank 11|at harvesting,contains,hand rank 11,cxgn_plant_level_ontology
Hand weight in kg|hand rank 12|at harvesting,contains,hand rank 12,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 12|at harvesting,contains,hand rank 12,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1|hand rank 12|at harvesting,contains,hand rank 12,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3|hand rank 12|at harvesting,contains,hand rank 12,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 12|at harvesting,contains,hand rank 12,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 12|at harvesting,contains,hand rank 12,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2|hand rank 12|at harvesting,contains,hand rank 12,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 12|at harvesting,contains,hand rank 12,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 12|at harvesting,contains,hand rank 12,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 12|at harvesting,contains,hand rank 12,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 12|at harvesting,contains,hand rank 12,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 4|hand rank 12|at harvesting,contains,hand rank 12,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 13|at harvesting,contains,hand rank 13,cxgn_plant_level_ontology
Hand weight in kg|hand rank 13|at harvesting,contains,hand rank 13,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 13|at harvesting,contains,hand rank 13,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 13|at harvesting,contains,hand rank 13,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 13|at harvesting,contains,hand rank 13,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 13|at harvesting,contains,hand rank 13,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 13|at harvesting,contains,hand rank 13,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 13|at harvesting,contains,hand rank 13,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 14|at harvesting,contains,hand rank 14,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 14|at harvesting,contains,hand rank 14,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 14|at harvesting,contains,hand rank 14,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 14|at harvesting,contains,hand rank 14,cxgn_plant_level_ontology
Hand weight in kg|hand rank 14|at harvesting,contains,hand rank 14,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 14|at harvesting,contains,hand rank 14,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 14|at harvesting,contains,hand rank 14,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 14|at harvesting,contains,hand rank 14,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 15|at harvesting,contains,hand rank 15,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 15|at harvesting,contains,hand rank 15,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 15|at harvesting,contains,hand rank 15,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 15|at harvesting,contains,hand rank 15,cxgn_plant_level_ontology
Hand weight in kg|hand rank 15|at harvesting,contains,hand rank 15,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 15|at harvesting,contains,hand rank 15,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 15|at harvesting,contains,hand rank 15,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 15|at harvesting,contains,hand rank 15,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 16|at harvesting,contains,hand rank 16,cxgn_plant_level_ontology
Hand weight in kg|hand rank 16|at harvesting,contains,hand rank 16,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 16|at harvesting,contains,hand rank 16,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 16|at harvesting,contains,hand rank 16,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 16|at harvesting,contains,hand rank 16,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 16|at harvesting,contains,hand rank 16,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 16|at harvesting,contains,hand rank 16,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 16|at harvesting,contains,hand rank 16,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 17|at harvesting,contains,hand rank 17,cxgn_plant_level_ontology
Hand weight in kg|hand rank 17|at harvesting,contains,hand rank 17,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 17|at harvesting,contains,hand rank 17,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 17|at harvesting,contains,hand rank 17,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 17|at harvesting,contains,hand rank 17,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 17|at harvesting,contains,hand rank 17,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 17|at harvesting,contains,hand rank 17,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 17|at harvesting,contains,hand rank 17,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 18|at harvesting,contains,hand rank 18,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 18|at harvesting,contains,hand rank 18,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 18|at harvesting,contains,hand rank 18,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 18|at harvesting,contains,hand rank 18,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 18|at harvesting,contains,hand rank 18,cxgn_plant_level_ontology
Hand weight in kg|hand rank 18|at harvesting,contains,hand rank 18,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 18|at harvesting,contains,hand rank 18,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 18|at harvesting,contains,hand rank 18,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 19|at harvesting,contains,hand rank 19,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 19|at harvesting,contains,hand rank 19,cxgn_plant_level_ontology
Hand weight in kg|hand rank 19|at harvesting,contains,hand rank 19,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 19|at harvesting,contains,hand rank 19,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 19|at harvesting,contains,hand rank 19,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 19|at harvesting,contains,hand rank 19,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 19|at harvesting,contains,hand rank 19,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 19|at harvesting,contains,hand rank 19,cxgn_plant_level_ontology
Hand weight in kg|cycle 3 main plant|hand rank 20|at harvesting,contains,hand rank 20,cxgn_plant_level_ontology
Hand weight in kg|cycle 1 main plant|hand rank 20|at harvesting,contains,hand rank 20,cxgn_plant_level_ontology
Hand weight in kg|hand rank 20|at harvesting,contains,hand rank 20,cxgn_plant_level_ontology
Hand weight in kg|cycle 2 main plant|hand rank 20|at harvesting,contains,hand rank 20,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 3 main plant|hand rank 20|at harvesting,contains,hand rank 20,cxgn_plant_level_ontology
Number of fingers in hand: count|hand rank 20|at harvesting,contains,hand rank 20,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 1 main plant|hand rank 20|at harvesting,contains,hand rank 20,cxgn_plant_level_ontology
Number of fingers in hand: count|cycle 2 main plant|hand rank 20|at harvesting,contains,hand rank 20,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|cycle 3 main plant|leaf rank 01|at harvesting,contains,leaf rank 01,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|cycle 2 main plant|leaf rank 01|at flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|cycle 1 main plant|leaf rank 01|at flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|leaf rank 01,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 2|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 2|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Black Sigatoka disease severity Faure|leaf rank 01|at flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 3|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|leaf rank 01|at flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 4|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 3|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 5|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 8|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 6|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Black Sigatoka disease severity Faure|leaf rank 01|at harvesting,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 7|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 12|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|leaf rank 01|at harvesting,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 10|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|cycle 1 main plant|leaf rank 01|at harvesting,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 1|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 10|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 11|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 4|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 12|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 13|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 8|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 9|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 14|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Black Sigatoka disease severity Faure|leaf rank 01,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 15|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 13|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 16|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 17|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 18|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 5|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 19|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 17|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 01|week 1|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 9|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 19|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 18|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 6|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 16|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 14|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 15|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 7|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Black Sigatoka disease stage MedLaw cnd|leaf rank 01,contains,leaf rank 01,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|cycle 3 main plant|leaf rank 01|at flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|cycle 2 main plant|leaf rank 01|at harvesting,contains,leaf rank 01,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|leaf rank 01|month 1,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 01|week 11|pre-flowering,contains,leaf rank 01,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 02|week 10|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Black Sigatoka disease severity Faure|leaf rank 02|at flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 4|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 6|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 3|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 2|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 7|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 02|week 11|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 02|week 8|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|cycle 1 main plant|leaf rank 02|at harvesting,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 8|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|leaf rank 02|at harvesting,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 9|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 02|week 7|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|cycle 1 main plant|leaf rank 02|at flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|leaf rank 02|at flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 02|week 12|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 02|week 6|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|cycle 2 main plant|leaf rank 02|at flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 02|week 1|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|cycle 3 main plant|leaf rank 02|at harvesting,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 02|week 19|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 10|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 11|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 12|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 13|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|cycle 2 main plant|leaf rank 02|at harvesting,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 14|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 02|week 18|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 15|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 16|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 17|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 18|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Black Sigatoka disease stage MedLaw cnd|leaf rank 02,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 19|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf length in cm|cycle 1 main plant|leaf rank 02|week 1|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 02|week 17|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 02|week 16|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 02|week 9|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Single leaf width in cm|cycle 1 main plant|leaf rank 02|week 2|pre-flowering,contains,leaf rank 02,cxgn_plant_level_ontology
Black Sigatoka disease severity Gauhl|cycle 3 main plant|leaf rank 02|at flowering,contains,leaf rank 02,cxgn_plant_level_ontology
